tX,tY,tZ,rX,rY,rZ,rW,time(s)
0.7381586,9.661938,-3.134647,-0.1281899,-0.3418599,-0.04713297,0.929773,55.40011
0.7379593,9.662152,-3.133415,-0.1281899,-0.3418599,-0.04713297,0.929773,55.43344
0.7374148,9.662374,-3.132735,-0.1235663,-0.3453278,-0.04592326,0.9291777,55.46677
0.7372776,9.662192,-3.131613,-0.1163445,-0.3483048,-0.04361519,0.9291101,55.50011
0.7367418,9.662527,-3.130909,-0.110319,-0.3562611,-0.04240279,0.9268818,55.53344
0.7357393,9.662939,-3.130419,-0.1118328,-0.3790714,-0.0462084,0.917422,55.56678
0.734903,9.662765,-3.12986,-0.1190448,-0.4195427,-0.0556064,0.8981761,55.60011
0.7338408,9.662881,-3.129312,-0.1218238,-0.430841,-0.05882645,0.89223,55.63344
0.7331852,9.663634,-3.128247,-0.122054,-0.4273339,-0.05834755,0.8939151,55.66677
0.7319501,9.664235,-3.127755,-0.1250211,-0.3922597,-0.05390735,0.9097231,55.70011
0.7315961,9.664358,-3.127553,-0.1266516,-0.3778765,-0.0522667,0.9156621,55.73344
0.731006,9.664803,-3.126672,-0.1274888,-0.3806138,-0.05306853,0.9143652,55.76678
0.7298238,9.665335,-3.126159,-0.127513,-0.3869644,-0.05412611,0.9116302,55.80011
0.7290314,9.665719,-3.125272,-0.1272152,-0.4256315,-0.06057641,0.8938593,55.83344
0.7279539,9.665606,-3.124961,-0.1299292,-0.4596201,-0.06817825,0.8759108,55.86678
0.7266964,9.66543,-3.124774,-0.1316883,-0.4661122,-0.07038893,0.8720339,55.90011
0.725499,9.666073,-3.123762,-0.1333831,-0.4591577,-0.06995356,0.8754939,55.93344
0.7248135,9.666022,-3.123585,-0.1344474,-0.4505106,-0.06883724,0.8799009,55.96678
0.7238651,9.665937,-3.123489,-0.1349216,-0.4493284,-0.06885731,0.8804311,56.00011
0.7235255,9.665752,-3.123024,-0.1349216,-0.4493284,-0.06885731,0.8804311,56.03344
0.7231842,9.665751,-3.122173,-0.1349216,-0.4493284,-0.06885731,0.8804311,56.06678
0.7222647,9.665883,-3.121663,-0.1389074,-0.4495839,-0.07100612,0.8795096,56.10011
0.7212705,9.666131,-3.121531,-0.1540415,-0.4462046,-0.07827656,0.878092,56.13344
0.7207671,9.666759,-3.121342,-0.1765233,-0.4410278,-0.0889269,0.8754576,56.16677
0.7195826,9.666848,-3.120722,-0.1903701,-0.4350431,-0.09465599,0.8749497,56.20011
0.7188618,9.666917,-3.120517,-0.1912164,-0.4341968,-0.09486878,0.8751625,56.23344
0.7179692,9.667056,-3.119825,-0.1891157,-0.4344232,-0.09382649,0.8756189,56.26678
0.7167708,9.667006,-3.119702,-0.1860177,-0.4351304,-0.09239069,0.8760839,56.30011
0.7163767,9.667722,-3.11897,-0.1860177,-0.4351304,-0.09239069,0.8760839,56.33344
0.7157191,9.667795,-3.118316,-0.1860177,-0.4351304,-0.09239069,0.8760839,56.36678
0.7154526,9.667948,-3.117558,-0.1869936,-0.4348382,-0.09282441,0.8759753,56.40011
0.714671,9.6683,-3.117095,-0.1915983,-0.4341553,-0.09505817,0.875079,56.43344
0.7137336,9.668222,-3.116545,-0.206461,-0.4324749,-0.1024321,0.8716921,56.46678
0.7127826,9.668995,-3.115824,-0.2146293,-0.431495,-0.1064846,0.8697169,56.50011
0.7117781,9.669783,-3.115688,-0.2145787,-0.4303793,-0.1061097,0.8703278,56.53344
0.7110515,9.670713,-3.114707,-0.2130204,-0.4132436,-0.1000696,0.8796808,56.56678
0.710604,9.671547,-3.114147,-0.2014686,-0.3721081,-0.08309086,0.9022427,56.60011
0.7099605,9.671809,-3.113872,-0.1879033,-0.3218895,-0.06534293,0.9256402,56.63345
0.709467,9.67229,-3.113302,-0.1778449,-0.2893139,-0.05479726,0.9389707,56.66678
0.7086854,9.672653,-3.112049,-0.177115,-0.2842469,-0.05351639,0.9407284,56.70011
0.7084228,9.673146,-3.11148,-0.1776758,-0.2887112,-0.05461782,0.9391986,56.73344
0.7083721,9.673934,-3.11031,-0.1776758,-0.2887112,-0.05461782,0.9391986,56.76678
0.7082753,9.674224,-3.109546,-0.1776758,-0.2887112,-0.05461782,0.9391986,56.80011
0.7079532,9.674724,-3.10829,-0.1781095,-0.2882776,-0.05466607,0.9392469,56.83344
0.7071521,9.675078,-3.107775,-0.1770848,-0.2883371,-0.05435161,0.9394407,56.86678
0.7070473,9.675521,-3.106898,-0.1679207,-0.2876245,-0.05129853,0.9415112,56.90011
0.7064812,9.675769,-3.106174,-0.1339683,-0.2785405,-0.03927025,0.950224,56.93344
0.7062928,9.676266,-3.105013,-0.1323855,-0.2767418,-0.03852426,0.9510016,56.96678
0.7059512,9.676913,-3.103811,-0.1386008,-0.2814457,-0.04112124,0.9486238,57.00011
0.7052134,9.677323,-3.10275,-0.1386008,-0.2814457,-0.04112124,0.9486238,57.03344
0.7049311,9.677891,-3.102203,-0.1386008,-0.2814457,-0.04112124,0.9486238,57.06678
0.704347,9.678386,-3.101079,-0.1387627,-0.2824714,-0.04133405,0.9482861,57.10011
0.7043037,9.67903,-3.100133,-0.1354253,-0.2832348,-0.0404364,0.9485794,57.13345
0.7042489,9.678964,-3.099347,-0.1298268,-0.2733196,-0.03725791,0.9523934,57.16678
0.7036136,9.679315,-3.098661,-0.116716,-0.2279682,-0.02753678,0.9662555,57.20011
0.7030977,9.679883,-3.097936,-0.1120814,-0.1942374,-0.02234523,0.9742743,57.23344
0.7031147,9.680087,-3.09679,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.26678
0.7026181,9.680554,-3.0959,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.30011
0.7018291,9.680734,-3.095291,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.33345
0.7011737,9.680649,-3.094538,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.36678
0.700362,9.681362,-3.093789,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.40011
0.7002521,9.681933,-3.093376,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.43344
0.6994615,9.682064,-3.092567,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.46678
0.6987331,9.681838,-3.092088,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.50011
0.6986418,9.68184,-3.091579,-0.1110714,-0.1919228,-0.02186687,0.9748593,57.53345
0.6982045,9.681613,-3.090208,-0.1084298,-0.1862365,-0.02068411,0.9762844,57.56678
0.6980019,9.682093,-3.089383,-0.1019951,-0.1658744,-0.01725125,0.9807065,57.60011
0.69728,9.682674,-3.088791,-0.09563573,-0.1327156,-0.01286675,0.9864455,57.63345
0.6974786,9.682878,-3.088024,-0.0881934,-0.1039008,-0.00925009,0.9906266,57.66678
0.6974208,9.682654,-3.08684,-0.08080062,-0.08101892,-0.0065898,0.9934101,57.70011
0.6970143,9.683102,-3.085411,-0.08016866,-0.07820529,-0.00630945,0.9936886,57.73344
0.696371,9.682964,-3.084446,-0.08017284,-0.07755494,-0.006256938,0.9937397,57.76678
0.6963367,9.682824,-3.083144,-0.08018756,-0.07516986,-0.006064534,0.9939229,57.80011
0.696476,9.682732,-3.081738,-0.08019802,-0.07343507,-0.005924582,0.9940525,57.83345
0.6958871,9.682611,-3.081106,-0.08490247,-0.08315724,-0.007110834,0.9928876,57.86678
0.6961111,9.682533,-3.079884,-0.1031772,-0.1317533,-0.01378974,0.9858019,57.90011
0.6959793,9.682552,-3.079409,-0.1127469,-0.17336,-0.01998183,0.9781796,57.93344
0.6956217,9.683239,-3.078209,-0.113275,-0.1884714,-0.02189025,0.9752785,57.96678
0.6951617,9.683042,-3.077313,-0.1130575,-0.188689,-0.0218738,0.975262,58.00011
0.6944369,9.682788,-3.076669,-0.1130575,-0.188689,-0.0218738,0.975262,58.03345
0.6945665,9.682684,-3.075569,-0.1128826,-0.1869912,-0.02163567,0.9756145,58.06678
0.6938544,9.683349,-3.074771,-0.1135021,-0.1878283,-0.02185711,0.975377,58.10011
0.6938174,9.683684,-3.074167,-0.1155563,-0.1909702,-0.02264515,0.9745073,58.13345
0.6935608,9.683997,-3.073498,-0.1313739,-0.2426262,-0.03318177,0.9606104,58.16678
0.6934,9.684479,-3.072263,-0.1340402,-0.2611049,-0.03663789,0.9552566,58.20012
0.6928179,9.685221,-3.071683,-0.1338796,-0.2598622,-0.03640562,0.9556268,58.23345
0.6922965,9.685817,-3.07108,-0.1338796,-0.2598622,-0.03640562,0.9556268,58.26678
0.6915049,9.685779,-3.070726,-0.1338796,-0.2598622,-0.03640562,0.9556268,58.30011
0.6912908,9.686241,-3.070377,-0.134489,-0.2602553,-0.0366345,0.9554254,58.33345
0.6904684,9.686031,-3.069121,-0.1538451,-0.2594585,-0.04190697,0.9525003,58.36678
0.6902781,9.685897,-3.068047,-0.1793145,-0.2588611,-0.04897085,0.9478602,58.40011
0.6899155,9.686646,-3.067341,-0.2083248,-0.2615324,-0.0579205,0.9406629,58.43345
0.6891749,9.686623,-3.066248,-0.213501,-0.2636582,-0.05996221,0.9387791,58.46678
0.6888911,9.6873,-3.065966,-0.2080817,-0.2621606,-0.0579997,0.940537,58.50011
0.6886839,9.688168,-3.06537,-0.2057556,-0.2600524,-0.05681954,0.9417053,58.53345
0.6880797,9.688248,-3.064641,-0.2057556,-0.2600524,-0.05681954,0.9417053,58.56678
0.6872416,9.688986,-3.064258,-0.2057556,-0.2600524,-0.05681954,0.9417053,58.60011
0.6864742,9.689709,-3.063762,-0.2056312,-0.2621062,-0.05726826,0.9411358,58.63345
0.6862228,9.690216,-3.063471,-0.1988386,-0.2762103,-0.0585214,0.9384809,58.66678
0.6860055,9.690815,-3.062306,-0.1860979,-0.297567,-0.05925728,0.9345107,58.70012
0.6855496,9.690932,-3.061926,-0.1678225,-0.3302875,-0.05980018,0.9269141,58.73345
0.6853748,9.691639,-3.060795,-0.1445965,-0.3676341,-0.057981,0.9168289,58.76678
0.6849898,9.692183,-3.060023,-0.1314055,-0.3815745,-0.05490084,0.9133014,58.80011
0.6846206,9.692203,-3.059064,-0.1307864,-0.3786311,-0.05414005,0.9146597,58.83345
0.6840242,9.692609,-3.058332,-0.1314561,-0.377398,-0.05421589,0.9150687,58.86678
0.6836796,9.693288,-3.058002,-0.1314561,-0.377398,-0.05421589,0.9150687,58.90012
0.6829907,9.693765,-3.057497,-0.1314561,-0.377398,-0.05421589,0.9150687,58.93345
0.6819988,9.693604,-3.056803,-0.1318909,-0.3767754,-0.05429421,0.915258,58.96678
0.6817643,9.694299,-3.055833,-0.1313154,-0.3764114,-0.05399033,0.9155085,59.00011
0.681303,9.694953,-3.054705,-0.1247068,-0.3805744,-0.05187856,0.9148333,59.03345
0.6801229,9.695346,-3.054042,-0.1033114,-0.3860716,-0.04356082,0.9156299,59.06678
0.6798213,9.695916,-3.053206,-0.08167547,-0.3931813,-0.03509057,0.9151537,59.10012
0.679139,9.696078,-3.052263,-0.06549898,-0.3999229,-0.02866688,0.9137559,59.13345
0.6786805,9.696485,-3.051645,-0.05961347,-0.403683,-0.02637042,0.9125738,59.16678
0.6783054,9.696801,-3.051435,-0.05772063,-0.407315,-0.02580459,0.9110965,59.20012
0.6771475,9.696747,-3.050486,-0.05772063,-0.407315,-0.02580459,0.9110965,59.23345
0.6764427,9.696396,-3.049593,-0.05772063,-0.407315,-0.02580459,0.9110965,59.26678
0.6752532,9.696404,-3.048615,-0.05553234,-0.3924223,-0.02374385,0.9178002,59.30012
0.6748135,9.696489,-3.047835,-0.05154693,-0.355788,-0.01965815,0.932937,59.33345
0.6738846,9.696137,-3.047185,-0.04666296,-0.3088524,-0.015173,0.9498434,59.36678
0.6735525,9.696045,-3.04654,-0.04366431,-0.2866447,-0.01307915,0.9569521,59.40012
0.672567,9.696129,-3.045628,-0.04340732,-0.2745185,-0.0124058,0.9605215,59.43345
0.6724412,9.696686,-3.044367,-0.04340732,-0.2745185,-0.0124058,0.9605215,59.46678
0.6721382,9.697094,-3.043644,-0.04382628,-0.2745131,-0.01252566,0.9605024,59.50011
0.6711574,9.697448,-3.042305,-0.04382628,-0.2745131,-0.01252566,0.9605024,59.53345
0.6704363,9.697421,-3.041914,-0.04382628,-0.2745131,-0.01252566,0.9605024,59.56678
0.6703023,9.697572,-3.041412,-0.04382628,-0.2745131,-0.01252566,0.9605024,59.60012
0.6696929,9.697582,-3.041062,-0.04382628,-0.2745131,-0.01252566,0.9605024,59.63345
0.6688889,9.698005,-3.039796,-0.0441573,-0.2650677,-0.0121526,0.9631416,59.66678
0.6686792,9.697721,-3.039223,-0.04475257,-0.2325626,-0.01071319,0.9714923,59.70012
0.6680542,9.697935,-3.038713,-0.04514644,-0.1933875,-0.00890854,0.9800427,59.73345
0.6673272,9.697556,-3.037482,-0.04533005,-0.171962,-0.007921562,0.9840282,59.76678
0.6674751,9.697393,-3.036414,-0.04512224,-0.1711049,-0.007844657,0.9841878,59.80012
0.6667457,9.697722,-3.035613,-0.04447469,-0.1715394,-0.007752091,0.9841424,59.83345
0.6667565,9.698086,-3.034787,-0.04447469,-0.1715394,-0.007752091,0.9841424,59.86678
0.6667664,9.697845,-3.034153,-0.04340604,-0.1709036,-0.007536575,0.9843023,59.90012
0.6660834,9.697751,-3.033442,-0.0425663,-0.1683325,-0.007275999,0.9847839,59.93345
0.6654414,9.697802,-3.032285,-0.06337218,-0.1496587,-0.009612486,0.9866579,59.96679
0.6656334,9.697529,-3.031564,-0.1087823,-0.1445541,-0.01599087,0.9833692,60.00012
0.6656715,9.697321,-3.030559,-0.1266776,-0.1384584,-0.0178598,0.9820709,60.03345
0.6658236,9.697109,-3.029269,-0.126471,-0.1380338,-0.0177744,0.9821588,60.06678
0.6656449,9.696978,-3.028365,-0.126471,-0.1380338,-0.0177744,0.9821588,60.10012
0.6652335,9.697019,-3.027812,-0.1262568,-0.1380376,-0.01774427,0.9821864,60.13345
0.6651397,9.697174,-3.027175,-0.1262568,-0.1380376,-0.01774427,0.9821864,60.16678
0.6648556,9.697316,-3.026623,-0.1328638,-0.139627,-0.01890934,0.9810678,60.20012
0.664244,9.697577,-3.026128,-0.1451892,-0.1430077,-0.02121319,0.9787844,60.23345
0.6637637,9.698298,-3.025176,-0.1714867,-0.154907,-0.02731431,0.9725482,60.26678
0.6636596,9.698707,-3.02477,-0.186392,-0.1589067,-0.03056467,0.9690576,60.30012
0.6634771,9.699302,-3.023751,-0.1884719,-0.1598962,-0.03111693,0.9684747,60.33345
0.663378,9.699419,-3.023148,-0.1872309,-0.1590914,-0.03074419,0.9688598,60.36678
0.6630473,9.699877,-3.022638,-0.1872309,-0.1590914,-0.03074419,0.9688598,60.40012
0.6624299,9.700522,-3.02142,-0.1872175,-0.1595141,-0.03082585,0.9687904,60.43345
0.6618053,9.700575,-3.020451,-0.191364,-0.1680225,-0.03326944,0.9664582,60.46679
0.6613455,9.701085,-3.019709,-0.2014395,-0.1900953,-0.03988612,0.9600495,60.50012
0.6609595,9.701179,-3.018539,-0.2135521,-0.2078799,-0.04656199,0.953422,60.53345
0.6608876,9.701301,-3.017542,-0.2278182,-0.2197463,-0.05285791,0.9471096,60.56678
0.6608341,9.701752,-3.016433,-0.2320012,-0.2221841,-0.05452228,0.9454296,60.60012
0.6607248,9.701906,-3.015719,-0.2322075,-0.2221722,-0.05457076,0.9453789,60.63345
0.6604791,9.702288,-3.0154,-0.2321956,-0.2223784,-0.05462141,0.9453304,60.66679
0.6601306,9.702767,-3.014853,-0.2285851,-0.2314215,-0.05604018,0.9439558,60.70012
0.6593049,9.703487,-3.014317,-0.2191973,-0.254315,-0.05929799,0.9400852,60.73345
0.6585023,9.703992,-3.013897,-0.1998905,-0.2883505,-0.06168546,0.9343944,60.76678
0.6579524,9.704885,-3.013622,-0.1810609,-0.2968651,-0.05743596,0.9358361,60.80012
0.6577367,9.705745,-3.01272,-0.1665082,-0.2833959,-0.05003415,0.9431111,60.83345
0.657527,9.706287,-3.011851,-0.1594099,-0.2509117,-0.04193196,0.953873,60.86679
0.6567355,9.7071,-3.010681,-0.1590109,-0.2457322,-0.04090109,0.9553315,60.90012
0.6565287,9.706943,-3.009735,-0.1573433,-0.2458032,-0.04047213,0.9556077,60.93345
0.6564856,9.707371,-3.00935,-0.1469105,-0.2353704,-0.03601673,0.960063,60.96679
0.6561739,9.707776,-3.008276,-0.1280046,-0.2236334,-0.02964047,0.9657766,61.00012
0.6557707,9.707555,-3.007052,-0.1068474,-0.2094232,-0.02302808,0.9716972,61.03345
0.655327,9.707469,-3.006199,-0.1020049,-0.1982852,-0.02075315,0.9746011,61.06679
0.6544845,9.707944,-3.005352,-0.1030726,-0.1980498,-0.02094699,0.9745325,61.10012
0.654119,9.708066,-3.004675,-0.1032898,-0.1978327,-0.02096762,0.9745532,61.13345
0.6537155,9.707809,-3.004081,-0.1032898,-0.1978327,-0.02096762,0.9745532,61.16679
0.653546,9.707703,-3.003484,-0.103276,-0.1984705,-0.02103524,0.9744235,61.20012
0.6534952,9.708117,-3.002898,-0.102828,-0.1995425,-0.02106081,0.9742514,61.23345
0.6531617,9.7087,-3.00169,-0.0950526,-0.1950238,-0.01899344,0.975997,61.26678
0.6526604,9.708552,-3.001221,-0.08376624,-0.1820008,-0.01556297,0.9796004,61.30012
0.6522211,9.709102,-3.000543,-0.06822915,-0.1582102,-0.0109591,0.9849844,61.33345
0.6514885,9.70904,-2.999176,-0.06489806,-0.1477066,-0.009713575,0.9868518,61.36679
0.6511829,9.709387,-2.998728,-0.06942089,-0.1474452,-0.01037504,0.9865764,61.40012
0.6511047,9.70915,-2.997889,-0.06942089,-0.1474452,-0.01037504,0.9865764,61.43345
0.6507517,9.709723,-2.997296,-0.06942089,-0.1474452,-0.01037504,0.9865764,61.46679
0.650586,9.709894,-2.995919,-0.06946108,-0.1435698,-0.01010236,0.9871478,61.50012
0.6498358,9.710437,-2.995093,-0.06425892,-0.1226944,-0.007961139,0.99033,61.53345
0.6491702,9.710758,-2.993841,-0.05834113,-0.1028326,-0.00604187,0.992968,61.56679
0.6489544,9.710486,-2.993017,-0.04935601,-0.07705984,-0.003819436,0.9957968,61.60012
0.6489414,9.710767,-2.992368,-0.03921144,-0.04968347,-0.001952037,0.9979932,61.63345
0.6489294,9.710423,-2.991439,-0.03465749,-0.03727572,-0.001293555,0.9987031,61.66679
0.6492078,9.710482,-2.990472,-0.03052676,-0.02790898,-0.000852704,0.999144,61.70012
0.6490765,9.710914,-2.989759,-0.02987406,-0.02638364,-0.0007888079,0.9992051,61.73346
0.6486464,9.711253,-2.988949,-0.03030744,-0.02943504,-0.0008928776,0.9991068,61.76679
0.6490508,9.711654,-2.987806,-0.03050569,-0.04643139,-0.00141862,0.9984546,61.80012
0.6485512,9.711711,-2.986472,-0.03047544,-0.06428498,-0.001964092,0.9974642,61.83345
0.6489062,9.711428,-2.985814,-0.03045371,-0.07450923,-0.00227645,0.9967526,61.86679
0.6491146,9.711608,-2.984867,-0.03430848,-0.09470399,-0.003265783,0.9949087,61.90012
0.648542,9.712072,-2.983929,-0.05151339,-0.1517017,-0.007917181,0.9870513,61.93345
0.647754,9.71173,-2.983267,-0.07651418,-0.2083383,-0.01635087,0.9749222,61.96679
0.6470023,9.711472,-2.982449,-0.09061199,-0.2608217,-0.02459753,0.9608104,62.00012
0.6465636,9.712087,-2.981864,-0.09279744,-0.2803933,-0.0272458,0.9550005,62.03345
0.6459244,9.712332,-2.981529,-0.09296994,-0.2816371,-0.02742873,0.9546123,62.06679
0.6451195,9.712311,-2.980552,-0.09296994,-0.2816371,-0.02742873,0.9546123,62.10012
0.6441154,9.712713,-2.980174,-0.09296994,-0.2816371,-0.02742873,0.9546123,62.13345
0.6431065,9.713347,-2.978956,-0.09296994,-0.2816371,-0.02742873,0.9546123,62.16679
0.6420812,9.713261,-2.978467,-0.09571859,-0.3004285,-0.03031781,0.948505,62.20012
0.6413566,9.71335,-2.977696,-0.1025202,-0.344654,-0.03789799,0.9323449,62.23346
0.6406404,9.713993,-2.97744,-0.1070629,-0.3827005,-0.04470313,0.9165585,62.26679
0.6395791,9.714592,-2.977083,-0.1092321,-0.4167966,-0.05053027,0.900997,62.30012
0.6387081,9.714625,-2.976905,-0.1079355,-0.4518003,-0.05517401,0.8838451,62.33345
0.638183,9.714594,-2.976272,-0.1066434,-0.4719267,-0.05763185,0.8732646,62.36679
0.6376516,9.714472,-2.975732,-0.1061619,-0.4791501,-0.058514,0.8693222,62.40012
0.6371175,9.715072,-2.974732,-0.1064036,-0.4755425,-0.05807342,0.8713009,62.43346
0.6358169,9.714843,-2.974688,-0.1076118,-0.462923,-0.05673733,0.8780107,62.46679
0.634572,9.715401,-2.973826,-0.1128554,-0.4347083,-0.05501288,0.8917769,62.50012
0.6341332,9.715506,-2.97318,-0.1251928,-0.3960035,-0.05459791,0.9080347,62.53345
0.6331051,9.715446,-2.972199,-0.1323534,-0.3823112,-0.0554325,0.9128242,62.56679
0.6327303,9.715627,-2.971534,-0.1414712,-0.3698224,-0.05708638,0.9164925,62.60012
0.631708,9.715437,-2.971345,-0.1557888,-0.3487393,-0.05890661,0.9223019,62.63346
0.6308234,9.715324,-2.970476,-0.1581312,-0.3304905,-0.05626923,0.928765,62.66679
0.6305627,9.715577,-2.970191,-0.1562345,-0.3143929,-0.05254085,0.9348729,62.70012
0.6302219,9.716341,-2.969409,-0.1493039,-0.3029368,-0.048116,0.940012,62.73346
0.6297548,9.716974,-2.968782,-0.1480733,-0.3029995,-0.04771945,0.9402066,62.76679
0.6296184,9.717259,-2.9685,-0.1480733,-0.3029995,-0.04771945,0.9402066,62.80012
0.6286606,9.717187,-2.967343,-0.1480733,-0.3029995,-0.04771945,0.9402066,62.83345
0.6281917,9.717303,-2.966312,-0.1524327,-0.3017527,-0.04894085,0.9398481,62.86679
0.6272531,9.717271,-2.965151,-0.1623702,-0.2918152,-0.05033971,0.9412469,62.90012
0.6272172,9.717478,-2.96409,-0.174926,-0.2718579,-0.05032456,0.9449664,62.93346
0.6268545,9.7182,-2.963579,-0.1834812,-0.2580251,-0.04997981,0.947238,62.96679
0.6267631,9.718458,-2.962768,-0.1850034,-0.2525837,-0.04926892,0.9484449,63.00012
0.6265059,9.718642,-2.961922,-0.1847965,-0.2525944,-0.04921377,0.9484853,63.03345
0.625893,9.718829,-2.961172,-0.1847965,-0.2525944,-0.04921377,0.9484853,63.06679
0.6255601,9.719386,-2.960063,-0.1847965,-0.2525944,-0.04921377,0.9484853,63.10012
0.6253997,9.720185,-2.959662,-0.1856457,-0.2521376,-0.0493532,0.9484338,63.13346
0.6247229,9.721005,-2.959255,-0.1964851,-0.2536138,-0.05269408,0.9456728,63.16679
0.6243897,9.721781,-2.958182,-0.2145353,-0.2503073,-0.05698331,0.9423767,63.20012
0.6240811,9.722674,-2.957776,-0.2218684,-0.2408481,-0.05665675,0.9431632,63.23346
0.6238181,9.72316,-2.956528,-0.2342775,-0.2183523,-0.05408733,0.9457858,63.26679
0.6229463,9.723595,-2.955578,-0.2427289,-0.2034694,-0.05214748,0.9470816,63.30013
0.6226971,9.724389,-2.954366,-0.2429469,-0.2032514,-0.05213886,0.947073,63.33346
0.6218448,9.724602,-2.953561,-0.2425677,-0.2026542,-0.05189142,0.9473118,63.36679
0.6211736,9.724872,-2.952687,-0.2360235,-0.197636,-0.04909308,0.9501699,63.40012
0.6206314,9.725025,-2.952177,-0.2225384,-0.1800091,-0.04184805,0.9572473,63.43346
0.6204144,9.725582,-2.951799,-0.211129,-0.1620617,-0.03552037,0.9632751,63.46679
0.6200518,9.726121,-2.951133,-0.2071107,-0.1569539,-0.03368382,0.9650576,63.50012
0.6195206,9.726139,-2.949811,-0.2071107,-0.1569539,-0.03368382,0.9650576,63.53346
0.6193917,9.726238,-2.949282,-0.2049829,-0.1576589,-0.03347549,0.9654041,63.56679
0.6193275,9.726488,-2.948727,-0.1952704,-0.158409,-0.03197688,0.9673436,63.60012
0.6191384,9.72716,-2.948179,-0.1826563,-0.1566978,-0.02950215,0.9701608,63.63346
0.6187607,9.727443,-2.947058,-0.1694576,-0.1515692,-0.02638492,0.9734551,63.66679
0.6183283,9.727523,-2.945926,-0.1602703,-0.1452178,-0.02384542,0.9760413,63.70012
0.6176735,9.72815,-2.944725,-0.1583433,-0.1456903,-0.02362929,0.9762907,63.73346
0.6172387,9.728839,-2.943603,-0.1583278,-0.1463292,-0.02373292,0.9761951,63.76679
0.616764,9.729288,-2.943182,-0.1583278,-0.1463292,-0.02373292,0.9761951,63.80013
0.6165922,9.729442,-2.942627,-0.1583278,-0.1463292,-0.02373292,0.9761951,63.83346
0.6165795,9.729425,-2.941884,-0.1583278,-0.1463292,-0.02373292,0.9761951,63.86679
0.6163216,9.729471,-2.940572,-0.158161,-0.1444173,-0.02339055,0.9765151,63.90012
0.6164322,9.730273,-2.939814,-0.1559113,-0.1404224,-0.02239779,0.9774823,63.93346
0.6161426,9.731081,-2.939134,-0.1453754,-0.1231246,-0.0182364,0.981516,63.96679
0.6162626,9.731169,-2.937839,-0.1253625,-0.0983135,-0.01248525,0.9871489,64.00012
0.6163476,9.731187,-2.936712,-0.1166474,-0.08763564,-0.0103336,0.9892454,64.03345
0.616151,9.731727,-2.936152,-0.1177354,-0.08676112,-0.01032645,0.9891937,64.0668
0.6157223,9.732319,-2.935481,-0.1213727,-0.0895261,-0.01099245,0.9885004,64.10013
0.616028,9.732255,-2.934047,-0.1213727,-0.0895261,-0.01099245,0.9885004,64.13346
0.6163137,9.732099,-2.933347,-0.1213727,-0.0895261,-0.01099245,0.9885004,64.16679
0.6160432,9.732357,-2.932369,-0.1228919,-0.08864674,-0.01102188,0.9883916,64.20013
0.6162794,9.732757,-2.931605,-0.1227023,-0.08627684,-0.01070811,0.9886283,64.23346
0.6156343,9.733126,-2.930261,-0.1133635,-0.06887259,-0.007877469,0.9911323,64.26679
0.6155508,9.732932,-2.928808,-0.09878486,-0.04492417,-0.004464239,0.9940842,64.30013
0.615791,9.733502,-2.928215,-0.09036896,-0.03193399,-0.0028992,0.995392,64.33346
0.615371,9.733657,-2.927673,-0.09036767,-0.0323683,-0.002938628,0.995378,64.36679
0.6156477,9.733461,-2.926709,-0.09036767,-0.0323683,-0.002938628,0.995378,64.40012
0.6157637,9.733516,-2.925858,-0.09036703,-0.03258549,-0.002958357,0.995371,64.43346
0.6156101,9.733479,-2.924875,-0.09079388,-0.0349727,-0.003190488,0.9952503,64.46679
0.6159107,9.733839,-2.924238,-0.09143656,-0.03757587,-0.003452748,0.9950957,64.50013
0.6154069,9.734509,-2.923152,-0.08906895,-0.03085184,-0.002760231,0.9955437,64.53346
0.615092,9.735071,-2.921786,-0.07715349,-0.004350722,-0.0003367066,0.9970097,64.5668
0.6146858,9.735244,-2.920547,-0.06080005,0.03178748,0.00193724,0.9976418,64.60013
0.6151246,9.734934,-2.919572,-0.05291705,0.05226204,0.002773255,0.9972265,64.63346
0.6150026,9.735199,-2.918727,-0.05443676,0.05334544,0.002912432,0.997087,64.66679
0.6148435,9.735287,-2.917482,-0.05443676,0.05334544,0.002912432,0.997087,64.70013
0.6149305,9.735838,-2.916041,-0.05443676,0.05334544,0.002912432,0.997087,64.73346
0.6148274,9.735825,-2.91474,-0.05443676,0.05334544,0.002912432,0.997087,64.76679
0.6146496,9.735839,-2.91334,-0.05290511,0.05639525,0.002992541,0.9970013,64.80013
0.6151855,9.735815,-2.912383,-0.0470037,0.06598246,0.00311169,0.9967083,64.83346
0.6153013,9.735626,-2.911563,-0.04046282,0.07187302,0.002918154,0.9965885,64.86679
0.6149866,9.735838,-2.910845,-0.03808099,0.06818283,0.002604425,0.9969424,64.90012
0.6154473,9.735586,-2.91016,-0.03833355,0.05316775,0.002042532,0.9978475,64.93346
