Frame 00000 Rotation: X=0, Y=0, Z=0, W=1 
Frame 00287 Rotation: X=-0.01410813, Y=0.9349352, Z=0.0156392, W=0.3541928 
Frame 00288 Rotation: X=-0.01337984, Y=0.937245, Z=0.01417209, W=0.3481265 
Frame 00289 Rotation: X=-0.01265981, Y=0.9394312, Z=0.01263524, W=0.3422706 
Frame 00290 Rotation: X=-0.01193636, Y=0.9415247, Z=0.01100485, W=0.3365527 
Frame 00291 Rotation: X=-0.01123031, Y=0.9434627, Z=0.00933238, W=0.3311569 
Frame 00292 Rotation: X=-0.01051435, Y=0.9453166, Z=0.007556547, W=0.3258971 
Frame 00293 Rotation: X=-0.00978455, Y=0.9470828, Z=0.005662969, W=0.3207902 
Frame 00294 Rotation: X=-0.009067495, Y=0.9486931, Z=0.00371989, W=0.3160465 
Frame 00295 Rotation: X=-0.008344903, Y=0.9501903, Z=0.001683007, W=0.311554 
Frame 00296 Rotation: X=-0.007595197, Y=0.9516138, Z=-0.0005067433, W=0.3072024 
Frame 00297 Rotation: X=-0.006814761, Y=0.9529618, Z=-0.002859379, W=0.3030006 
Frame 00298 Rotation: X=-0.006033914, Y=0.9541818, Z=-0.005276781, W=0.2991201 
Frame 00299 Rotation: X=-0.005238166, Y=0.9553009, Z=-0.007793626, W=0.295486 
Frame 00300 Rotation: X=-0.00440638, Y=0.9563468, Z=-0.01046917, W=0.2920133 
Frame 00301 Rotation: X=-0.003580706, Y=0.9572746, Z=-0.01315919, W=0.2888587 
Frame 00302 Rotation: X=-0.002733946, Y=0.9581122, Z=-0.01593793, W=0.2859364 
Frame 00303 Rotation: X=-0.001864987, Y=0.9588664, Z=-0.01880107, W=0.2832285 
Frame 00304 Rotation: X=-0.0009772768, Y=0.9595369, Z=-0.02172735, W=0.2807419 
Frame 00305 Rotation: X=-7.300904E-05, Y=0.9601229, Z=-0.0246991, W=0.2784852 
Frame 00306 Rotation: X=0.0008513728, Y=0.9606303, Z=-0.02771913, W=0.2764424 
Frame 00307 Rotation: X=0.001784762, Y=0.9610564, Z=-0.0307425, W=0.2746315 
Frame 00308 Rotation: X=0.002722372, Y=0.9614043, Z=-0.03374621, W=0.2730485 
Frame 00309 Rotation: X=0.00366665, Y=0.9616798, Z=-0.03673104, W=0.2716789 
Frame 00310 Rotation: X=0.00462427, Y=0.9618868, Z=-0.03970989, W=0.2705101 
Frame 00311 Rotation: X=0.005571551, Y=0.9620248, Z=-0.04260418, W=0.2695591 
Frame 00312 Rotation: X=0.006532317, Y=0.9621, Z=-0.0454794, W=0.2687984 
Frame 00313 Rotation: X=0.00749721, Y=0.9621125, Z=-0.04829996, W=0.2682358 
Frame 00314 Rotation: X=0.008414933, Y=0.9620676, Z=-0.05091453, W=0.267886 
Frame 00315 Rotation: X=0.00934139, Y=0.9619657, Z=-0.05347835, W=0.2677216 
Frame 00316 Rotation: X=0.01021986, Y=0.9618145, Z=-0.05582871, W=0.2677529 
Frame 00317 Rotation: X=0.01105031, Y=0.9616185, Z=-0.05796624, W=0.2679698 
Frame 00318 Rotation: X=0.01184262, Y=0.9613776, Z=-0.05991653, W=0.2683709 
Frame 00319 Rotation: X=0.01259729, Y=0.9610906, Z=-0.06167706, W=0.2689648 
Frame 00320 Rotation: X=0.01331078, Y=0.9607567, Z=-0.06323582, W=0.2697603 
Frame 00321 Rotation: X=0.01398227, Y=0.9603723, Z=-0.064587, W=0.2707734 
Frame 00322 Rotation: X=0.01457184, Y=0.95996, Z=-0.06565432, W=0.2719449 
Frame 00323 Rotation: X=0.01509584, Y=0.9595122, Z=-0.06647906, W=0.273293 
Frame 00324 Rotation: X=0.01555766, Y=0.9590248, Z=-0.06707183, W=0.2748288 
Frame 00325 Rotation: X=0.01595145, Y=0.9585014, Z=-0.06742932, W=0.2765393 
Frame 00326 Rotation: X=0.01627457, Y=0.9579432, Z=-0.06755429, W=0.2784177 
Frame 00327 Rotation: X=0.01652775, Y=0.9573485, Z=-0.06745622, W=0.2804645 
Frame 00328 Rotation: X=0.01671204, Y=0.9567114, Z=-0.06714093, W=0.2826944 
Frame 00329 Rotation: X=0.01682692, Y=0.9560305, Z=-0.06661811, W=0.2851045 
Frame 00330 Rotation: X=0.01687325, Y=0.9553047, Z=-0.0659013, W=0.2876895 
Frame 00331 Rotation: X=0.01685229, Y=0.9545275, Z=-0.06499852, W=0.2904625 
Frame 00332 Rotation: X=0.01676655, Y=0.9537004, Z=-0.06393053, W=0.2934065 
Frame 00333 Rotation: X=0.01661778, Y=0.9528159, Z=-0.06270537, W=0.2965363 
Frame 00334 Rotation: X=0.01640981, Y=0.9518728, Z=-0.06134277, W=0.2998434 
Frame 00335 Rotation: X=0.01614314, Y=0.9508625, Z=-0.05984711, W=0.3033451 
Frame 00336 Rotation: X=0.01582052, Y=0.9497785, Z=-0.05823004, W=0.3070503 
Frame 00337 Rotation: X=0.01545416, Y=0.9486421, Z=-0.05654517, W=0.3108731 
Frame 00338 Rotation: X=0.01502948, Y=0.9473903, Z=-0.05472273, W=0.3150099 
Frame 00339 Rotation: X=0.01456256, Y=0.946053, Z=-0.05283115, W=0.3193441 
Frame 00340 Rotation: X=0.01405941, Y=0.9446313, Z=-0.05089194, W=0.3238583 
Frame 00341 Rotation: X=0.01352329, Y=0.9431263, Z=-0.04891867, W=0.3285376 
Frame 00342 Rotation: X=0.01298156, Y=0.9416083, Z=-0.04700776, W=0.3331601 
Frame 00343 Rotation: X=0.01240524, Y=0.9399918, Z=-0.04505438, W=0.3379817 
Frame 00344 Rotation: X=0.0117984, Y=0.9382862, Z=-0.0430772, W=0.342964 
Frame 00345 Rotation: X=0.01116152, Y=0.9364918, Z=-0.04108147, W=0.348096 
Frame 00346 Rotation: X=0.01049704, Y=0.9346166, Z=-0.03907806, W=0.3533477 
Frame 00347 Rotation: X=0.00979775, Y=0.9326429, Z=-0.03704997, W=0.3587597 
Frame 00348 Rotation: X=0.009058258, Y=0.9305603, Z=-0.03498773, W=0.3643506 
Frame 00349 Rotation: X=0.00829221, Y=0.9284148, Z=-0.03293471, W=0.3699899 
Frame 00350 Rotation: X=0.007488246, Y=0.9261842, Z=-0.03086432, W=0.3757315 
Frame 00351 Rotation: X=0.006652979, Y=0.9238957, Z=-0.02879713, W=0.3815012 
Frame 00352 Rotation: X=0.005751303, Y=0.9214789, Z=-0.02665799, W=0.3874701 
Frame 00353 Rotation: X=0.004779007, Y=0.9189556, Z=-0.02445393, W=0.393573 
Frame 00354 Rotation: X=0.00374646, Y=0.9163774, Z=-0.02221924, W=0.3996809 
Frame 00355 Rotation: X=0.002613293, Y=0.9136682, Z=-0.01987854, W=0.4059661 
Frame 00356 Rotation: X=0.001368912, Y=0.9108322, Z=-0.01742659, W=0.4124065 
Frame 00357 Rotation: X=5.278808E-05, Y=0.9079747, Z=-0.01494915, W=0.4187582 
Frame 00358 Rotation: X=-0.001371984, Y=0.9050257, Z=-0.01238216, W=0.4251745 
Frame 00359 Rotation: X=-0.002958318, Y=0.9018968, Z=-0.009644497, W=0.4318338 
Frame 00360 Rotation: X=-0.004630534, Y=0.8987502, Z=-0.006876391, W=0.4383825 
Frame 00361 Rotation: X=-0.006424363, Y=0.8955115, Z=-0.004019676, W=0.4449739 
Frame 00362 Rotation: X=-0.008363047, Y=0.8921514, Z=-0.001046404, W=0.4516579 
Frame 00363 Rotation: X=-0.01050088, Y=0.8885835, Z=0.002114526, W=0.4585899 
Frame 00364 Rotation: X=-0.01271955, Y=0.885009, Z=0.005279988, W=0.4653703 
Frame 00365 Rotation: X=-0.01506971, Y=0.8813336, Z=0.008521465, W=0.4721772 
Frame 00366 Rotation: X=-0.01758487, Y=0.8775004, Z=0.0118772, W=0.4791062 
Frame 00367 Rotation: X=-0.02019662, Y=0.8736057, Z=0.01525058, W=0.4859761 
Frame 00368 Rotation: X=-0.02292807, Y=0.8695922, Z=0.0186705, W=0.4928846 
Frame 00369 Rotation: X=-0.02585307, Y=0.8653383, Z=0.02221991, W=0.5000275 
Frame 00370 Rotation: X=-0.02877316, Y=0.8611138, Z=0.02565619, W=0.5069487 
Frame 00371 Rotation: X=-0.03178215, Y=0.8567594, Z=0.02909289, W=0.5139133 
Frame 00372 Rotation: X=-0.03483713, Y=0.8523109, Z=0.03247998, W=0.5208624 
Frame 00373 Rotation: X=-0.03791231, Y=0.847779, Z=0.03579055, W=0.5277806 
Frame 00374 Rotation: X=-0.04107225, Y=0.8430378, Z=0.03909202, W=0.5348572 
Frame 00375 Rotation: X=-0.04414811, Y=0.8383043, Z=0.04220989, W=0.5417704 
Frame 00376 Rotation: X=-0.04720119, Y=0.8334553, Z=0.04521123, W=0.5487077 
Frame 00377 Rotation: X=-0.05031442, Y=0.828315, Z=0.04817209, W=0.5559157 
Frame 00378 Rotation: X=-0.05325118, Y=0.8232375, Z=0.05086873, W=0.5629003 
Frame 00379 Rotation: X=-0.05618533, Y=0.8178901, Z=0.0534658, W=0.5701231 
Frame 00380 Rotation: X=-0.0589181, Y=0.8125986, Z=0.05578951, W=0.577148 
Frame 00381 Rotation: X=-0.06151156, Y=0.807227, Z=0.05790306, W=0.5841644 
Frame 00382 Rotation: X=-0.06398068, Y=0.8017065, Z=0.05982202, W=0.5912652 
Frame 00383 Rotation: X=-0.06633666, Y=0.7959518, Z=0.06155548, W=0.5985575 
Frame 00384 Rotation: X=-0.06843823, Y=0.7902755, Z=0.06300631, W=0.6056493 
Frame 00385 Rotation: X=-0.07031466, Y=0.7846109, Z=0.06420983, W=0.6126326 
Frame 00386 Rotation: X=-0.07201756, Y=0.7787553, Z=0.06520373, W=0.6197597 
Frame 00387 Rotation: X=-0.0735347, Y=0.7726573, Z=0.06598146, W=0.6270884 
Frame 00388 Rotation: X=-0.0747747, Y=0.7666248, Z=0.06650144, W=0.6342498 
Frame 00389 Rotation: X=-0.07576247, Y=0.7605701, Z=0.06679048, W=0.6413518 
Frame 00390 Rotation: X=-0.07652456, Y=0.7542065, Z=0.06685524, W=0.6487272 
Frame 00391 Rotation: X=-0.07700362, Y=0.7479575, Z=0.06669668, W=0.6558823 
Frame 00392 Rotation: X=-0.07722554, Y=0.7417234, Z=0.06633688, W=0.6629344 
Frame 00393 Rotation: X=-0.07719997, Y=0.7353908, Z=0.06578267, W=0.6700099 
Frame 00394 Rotation: X=-0.07693403, Y=0.7290362, Z=0.06505364, W=0.6770195 
Frame 00395 Rotation: X=-0.07643903, Y=0.7226523, Z=0.06416436, W=0.6839691 
Frame 00396 Rotation: X=-0.07573269, Y=0.7162511, Z=0.06313413, W=0.6908423 
Frame 00397 Rotation: X=-0.07483929, Y=0.7098768, Z=0.06198814, W=0.6975898 
Frame 00398 Rotation: X=-0.07376188, Y=0.7034135, Z=0.06072225, W=0.7043306 
Frame 00399 Rotation: X=-0.07256561, Y=0.6971339, Z=0.05940543, W=0.710781 
Frame 00400 Rotation: X=-0.07122894, Y=0.6908424, Z=0.05800855, W=0.7171459 
Frame 00401 Rotation: X=-0.06978825, Y=0.6846257, Z=0.05656351, W=0.723338 
Frame 00402 Rotation: X=-0.06823722, Y=0.6784683, Z=0.05506579, W=0.7293779 
Frame 00403 Rotation: X=-0.06661668, Y=0.672451, Z=0.05354779, W=0.7351902 
Frame 00404 Rotation: X=-0.06495152, Y=0.6666065, Z=0.05202721, W=0.7407498 
Frame 00405 Rotation: X=-0.06321146, Y=0.6607891, Z=0.05047253, W=0.7462001 
Frame 00406 Rotation: X=-0.06146698, Y=0.6551907, Z=0.04894232, W=0.7513665 
Frame 00407 Rotation: X=-0.05968472, Y=0.6496611, Z=0.04740276, W=0.7563936 
Frame 00408 Rotation: X=-0.05788972, Y=0.6442441, Z=0.045872, W=0.7612451 
Frame 00409 Rotation: X=-0.05610656, Y=0.638976, Z=0.04436694, W=0.7658939 
Frame 00410 Rotation: X=-0.05428448, Y=0.6336702, Z=0.0428412, W=0.7705064 
Frame 00411 Rotation: X=-0.05257728, Y=0.6287266, Z=0.04141854, W=0.7747406 
Frame 00412 Rotation: X=-0.05090587, Y=0.6238683, Z=0.04002803, W=0.778842 
Frame 00413 Rotation: X=-0.04932583, Y=0.6192208, Z=0.03871222, W=0.7827094 
Frame 00414 Rotation: X=-0.04779924, Y=0.6146432, Z=0.0374366, W=0.7864652 
Frame 00415 Rotation: X=-0.04631793, Y=0.610083, Z=0.03619187, W=0.7901542 
Frame 00416 Rotation: X=-0.04491462, Y=0.6056132, Z=0.03500327, W=0.7937192 
Frame 00417 Rotation: X=-0.04359531, Y=0.6012443, Z=0.03387518, W=0.7971557 
Frame 00418 Rotation: X=-0.04241093, Y=0.5971508, Z=0.03285161, W=0.800333 
Frame 00419 Rotation: X=-0.04130552, Y=0.5931532, Z=0.0318854, W=0.8033968 
Frame 00420 Rotation: X=-0.04022921, Y=0.5890799, Z=0.03093428, W=0.8064797 
Frame 00421 Rotation: X=-0.03922676, Y=0.5851125, Z=0.0300396, W=0.8094457 
Frame 00422 Rotation: X=-0.03829549, Y=0.5812876, Z=0.02920306, W=0.8122717 
Frame 00423 Rotation: X=-0.03738199, Y=0.5774375, Z=0.0283812, W=0.8150847 
Frame 00424 Rotation: X=-0.03647487, Y=0.5735636, Z=0.0275684, W=0.8178841 
Frame 00425 Rotation: X=-0.035576, Y=0.5697307, Z=0.02677151, W=0.8206245 
Frame 00426 Rotation: X=-0.03466845, Y=0.5659369, Z=0.02598164, W=0.8233095 
Frame 00427 Rotation: X=-0.03371543, Y=0.5620964, Z=0.02517301, W=0.8260008 
Frame 00428 Rotation: X=-0.03273058, Y=0.558335, Z=0.02436368, W=0.8286116 
Frame 00429 Rotation: X=-0.03170033, Y=0.5546522, Z=0.0235469, W=0.8311448 
Frame 00430 Rotation: X=-0.03058879, Y=0.5509693, Z=0.02269893, W=0.8336557 
Frame 00431 Rotation: X=-0.029354, Y=0.5472146, Z=0.02179462, W=0.8361934 
Frame 00432 Rotation: X=-0.02800841, Y=0.5434817, Z=0.02084899, W=0.8386945 
Frame 00433 Rotation: X=-0.02647105, Y=0.5396087, Z=0.01981214, W=0.8412665 
Frame 00434 Rotation: X=-0.02483491, Y=0.535872, Z=0.01875193, W=0.8437255 
Frame 00435 Rotation: X=-0.02301338, Y=0.5320919, Z=0.01761505, W=0.8461905 
Frame 00436 Rotation: X=-0.02092498, Y=0.5281499, Z=0.01635791, W=0.8487357 
Frame 00437 Rotation: X=-0.01871406, Y=0.5243337, Z=0.01507101, W=0.8511738 
Frame 00438 Rotation: X=-0.01621001, Y=0.5203511, Z=0.01365768, W=0.8536894 
Frame 00439 Rotation: X=-0.01358155, Y=0.5164735, Z=0.01221606, W=0.8561083 
Frame 00440 Rotation: X=-0.01077535, Y=0.5125994, Z=0.01071619, W=0.8584934 
Frame 00441 Rotation: X=-0.007817117, Y=0.5087501, Z=0.009172258, W=0.8608299 
Frame 00442 Rotation: X=-0.004555804, Y=0.5047283, Z=0.007508132, W=0.8632336 
Frame 00443 Rotation: X=-0.001140657, Y=0.5007125, Z=0.00580222, W=0.8655934 
Frame 00444 Rotation: X=0.002448518, Y=0.4966665, Z=0.004044743, W=0.8679286 
Frame 00445 Rotation: X=0.006044527, Y=0.4927573, Z=0.002316213, W=0.8701428 
Frame 00446 Rotation: X=0.009714934, Y=0.4888826, Z=0.00058163, W=0.8722953 
Frame 00447 Rotation: X=0.0135223, Y=0.4849599, Z=-0.001188521, W=0.874431 
Frame 00448 Rotation: X=0.01738437, Y=0.4810577, Z=-0.002955871, W=0.8765116 
Frame 00449 Rotation: X=0.02135041, Y=0.477111, Z=-0.00474319, W=0.8785709 
Frame 00450 Rotation: X=0.02538531, Y=0.4731394, Z=-0.006534301, W=0.8805976 
Frame 00451 Rotation: X=0.0292684, Y=0.4693451, Z=-0.008232939, W=0.8824912 
Frame 00452 Rotation: X=0.03325715, Y=0.4654614, Z=-0.009953059, W=0.8843872 
Frame 00453 Rotation: X=0.03709776, Y=0.4617217, Z=-0.01158609, W=0.886173 
Frame 00454 Rotation: X=0.0410239, Y=0.4578857, Z=-0.01323227, W=0.8879655 
Frame 00455 Rotation: X=0.04477945, Y=0.45419, Z=-0.01478484, W=0.8896559 
Frame 00456 Rotation: X=0.04848831, Y=0.4505038, Z=-0.01629691, W=0.8913078 
Frame 00457 Rotation: X=0.05226343, Y=0.4466996, Z=-0.01781395, W=0.8929785 
Frame 00458 Rotation: X=0.05578251, Y=0.4430921, Z=-0.01920712, W=0.8945328 
Frame 00459 Rotation: X=0.05922152, Y=0.4394978, Z=-0.02054814, W=0.8960538 
Frame 00460 Rotation: X=0.06262168, Y=0.4358664, Z=-0.02185321, W=0.8975642 
Frame 00461 Rotation: X=0.06591273, Y=0.4322675, Z=-0.02309533, W=0.8990367 
Frame 00462 Rotation: X=0.06913316, Y=0.428657, Z=-0.02428972, W=0.9004909 
Frame 00463 Rotation: X=0.07219396, Y=0.4251363, Z=-0.02540431, W=0.9018879 
Frame 00464 Rotation: X=0.07516631, Y=0.4216285, Z=-0.02646643, W=0.9032602 
Frame 00465 Rotation: X=0.07816675, Y=0.4179943, Z=-0.0275168, W=0.9046622 
Frame 00466 Rotation: X=0.0809879, Y=0.4144903, Z=-0.0284835, W=0.9059953 
Frame 00467 Rotation: X=0.08384499, Y=0.4108561, Z=-0.02944087, W=0.9073591 
Frame 00468 Rotation: X=0.08650769, Y=0.4073966, Z=-0.03031253, W=0.9086394 
Frame 00469 Rotation: X=0.08916244, Y=0.4038861, Z=-0.03116138, W=0.9099203 
Frame 00470 Rotation: X=0.09171479, Y=0.4004683, Z=-0.03195841, W=0.9111488 
Frame 00471 Rotation: X=0.09425137, Y=0.3970432, Z=-0.03273202, W=0.9123607 
Frame 00472 Rotation: X=0.09676027, Y=0.3936442, Z=-0.03347952, W=0.913543 
Frame 00473 Rotation: X=0.09924097, Y=0.3902859, Z=-0.03420181, W=0.9146904 
Frame 00474 Rotation: X=0.1017181, Y=0.3869508, Z=-0.03490731, W=0.9158078 
Frame 00475 Rotation: X=0.1042333, Y=0.3835993, Z=-0.03560862, W=0.9169074 
Frame 00476 Rotation: X=0.1068007, Y=0.380224, Z=-0.03630983, W=0.9179896 
Frame 00477 Rotation: X=0.10932, Y=0.3769709, Z=-0.03698494, W=0.9190072 
Frame 00478 Rotation: X=0.1118602, Y=0.3737582, Z=-0.03765387, W=0.919986 
Frame 00479 Rotation: X=0.1144474, Y=0.3705631, Z=-0.03832435, W=0.9209322 
Frame 00480 Rotation: X=0.1170788, Y=0.3674012, Z=-0.03899649, W=0.9218396 
Frame 00481 Rotation: X=0.1197466, Y=0.364286, Z=-0.03966875, W=0.9227042 
Frame 00482 Rotation: X=0.1224571, Y=0.3612089, Z=-0.04034272, W=0.9235285 
Frame 00483 Rotation: X=0.1252235, Y=0.3581549, Z=-0.04102136, W=0.9243168 
Frame 00484 Rotation: X=0.1280537, Y=0.3551112, Z=-0.04170606, W=0.9250724 
Frame 00485 Rotation: X=0.131003, Y=0.352018, Z=-0.04240914, W=0.9258094 
Frame 00486 Rotation: X=0.1339937, Y=0.3489531, Z=-0.04311106, W=0.926509 
Frame 00487 Rotation: X=0.1369562, Y=0.3459785, Z=-0.04379504, W=0.9271591 
Frame 00488 Rotation: X=0.1398881, Y=0.3430856, Z=-0.04446038, W=0.9277645 
Frame 00489 Rotation: X=0.1429343, Y=0.3401227, Z=-0.04513881, W=0.9283581 
Frame 00490 Rotation: X=0.1459169, Y=0.3372549, Z=-0.04578952, W=0.9289084 
Frame 00491 Rotation: X=0.1489078, Y=0.3344018, Z=-0.04642757, W=0.9294334 
Frame 00492 Rotation: X=0.1518874, Y=0.3315721, Z=-0.04704744, W=0.9299337 
Frame 00493 Rotation: X=0.1548741, Y=0.3287376, Z=-0.0476515, W=0.9304166 
Frame 00494 Rotation: X=0.1579253, Y=0.3258326, Z=-0.04824885, W=0.9308946 
Frame 00495 Rotation: X=0.1608725, Y=0.3230095, Z=-0.04880513, W=0.9313447 
Frame 00496 Rotation: X=0.1638089, Y=0.3201711, Z=-0.04933733, W=0.9317848 
Frame 00497 Rotation: X=0.1667579, Y=0.3172876, Z=-0.04984798, W=0.9322208 
Frame 00498 Rotation: X=0.1697459, Y=0.3143243, Z=-0.05033882, W=0.9326589 
Frame 00499 Rotation: X=0.1726115, Y=0.311436, Z=-0.05078254, W=0.9330777 
Frame 00500 Rotation: X=0.1754381, Y=0.3085384, Z=-0.05119281, W=0.9334907 
Frame 00501 Rotation: X=0.1782481, Y=0.3055809, Z=-0.05156739, W=0.9339105 
Frame 00502 Rotation: X=0.1811462, Y=0.3024937, Z=-0.05192609, W=0.9343379 
Frame 00503 Rotation: X=0.1839562, Y=0.2994382, Z=-0.052241, W=0.9347555 
Frame 00504 Rotation: X=0.1867077, Y=0.2963848, Z=-0.05251655, W=0.9351676 
Frame 00505 Rotation: X=0.1895543, Y=0.2931632, Z=-0.05276635, W=0.9355962 
Frame 00506 Rotation: X=0.1923496, Y=0.2899418, Z=-0.05297584, W=0.9360176 
Frame 00507 Rotation: X=0.1951256, Y=0.2866941, Z=-0.05314906, W=0.9364335 
Frame 00508 Rotation: X=0.1978939, Y=0.2834168, Z=-0.05328793, W=0.9368422 
Frame 00509 Rotation: X=0.2008106, Y=0.2799342, Z=-0.05339903, W=0.9372622 
Frame 00510 Rotation: X=0.203736, Y=0.2764195, Z=-0.05347465, W=0.9376697 
Frame 00511 Rotation: X=0.2067613, Y=0.2727838, Z=-0.05351947, W=0.9380695 
Frame 00512 Rotation: X=0.2097759, Y=0.2691706, Z=-0.05353185, W=0.9384432 
Frame 00513 Rotation: X=0.2128402, Y=0.2655264, Z=-0.05351592, W=0.9387922 
Frame 00514 Rotation: X=0.2161545, Y=0.2616338, Z=-0.05347073, W=0.9391304 
Frame 00515 Rotation: X=0.219604, Y=0.2576525, Z=-0.05339767, W=0.9394349 
Frame 00516 Rotation: X=0.2230673, Y=0.2537403, Z=-0.05330232, W=0.9396892 
Frame 00517 Rotation: X=0.2268009, Y=0.2496258, Z=-0.05317895, W=0.9399045 
Frame 00518 Rotation: X=0.2307321, Y=0.2454104, Z=-0.05302839, W=0.9400662 
Frame 00519 Rotation: X=0.234862, Y=0.2411066, Z=-0.05284965, W=0.9401672 
Frame 00520 Rotation: X=0.2391886, Y=0.2367266, Z=-0.05264061, W=0.9402012 
Frame 00521 Rotation: X=0.2436899, Y=0.2322959, Z=-0.05239982, W=0.9401639 
Frame 00522 Rotation: X=0.2482659, Y=0.2279094, Z=-0.05213021, W=0.9400553 
Frame 00523 Rotation: X=0.2531964, Y=0.223298, Z=-0.05181075, W=0.9398645 
Frame 00524 Rotation: X=0.258373, Y=0.2185663, Z=-0.05144148, W=0.9395882 
Frame 00525 Rotation: X=0.2637289, Y=0.2137684, Z=-0.05102131, W=0.9392268 
Frame 00526 Rotation: X=0.2693251, Y=0.2088386, Z=-0.0505381, W=0.9387739 
Frame 00527 Rotation: X=0.2750562, Y=0.2038577, Z=-0.04999423, W=0.938236 
Frame 00528 Rotation: X=0.2807031, Y=0.1990017, Z=-0.04940813, W=0.9376369 
Frame 00529 Rotation: X=0.2864828, Y=0.1940656, Z=-0.04875363, W=0.9369574 
Frame 00530 Rotation: X=0.2924974, Y=0.1889526, Z=-0.04801103, W=0.9361822 
Frame 00531 Rotation: X=0.2985124, Y=0.183845, Z=-0.04720072, W=0.9353414 
Frame 00532 Rotation: X=0.3047985, Y=0.1784953, Z=-0.046276, W=0.934396 
Frame 00533 Rotation: X=0.311083, Y=0.1731132, Z=-0.0452628, W=0.9333865 
Frame 00534 Rotation: X=0.3175105, Y=0.1675505, Z=-0.04412485, W=0.9322912 
Frame 00535 Rotation: X=0.3238446, Y=0.1619858, Z=-0.04288927, W=0.9311529 
Frame 00536 Rotation: X=0.330276, Y=0.1562193, Z=-0.04150284, W=0.9299413 
Frame 00537 Rotation: X=0.3366277, Y=0.1503752, Z=-0.03998296, W=0.9286929 
Frame 00538 Rotation: X=0.3430721, Y=0.1442533, Z=-0.038264, W=0.9273772 
Frame 00539 Rotation: X=0.3494744, Y=0.137934, Z=-0.03635128, W=0.926024 
Frame 00540 Rotation: X=0.355868, Y=0.1313433, Z=-0.03420606, W=0.924628 
Frame 00541 Rotation: X=0.3621357, Y=0.1245638, Z=-0.03184061, W=0.923216 
Frame 00542 Rotation: X=0.3685691, Y=0.1172233, Z=-0.02910642, W=0.9217203 
Frame 00543 Rotation: X=0.3747966, Y=0.1096803, Z=-0.02611279, W=0.920226 
Frame 00544 Rotation: X=0.3811089, Y=0.1015215, Z=-0.02268089, W=0.9186594 
Frame 00545 Rotation: X=0.3872391, Y=0.09300884, Z=-0.01889933, W=0.9170813 
Frame 00546 Rotation: X=0.3932756, Y=0.08395109, Z=-0.01467211, W=0.9154624 
Frame 00547 Rotation: X=0.399383, Y=0.07395887, Z=-0.009791283, W=0.9137436 
Frame 00548 Rotation: X=0.4053662, Y=0.06319096, Z=-0.004314091, W=0.9119576 
Frame 00549 Rotation: X=0.4111398, Y=0.05164611, Z=0.001769836, W=0.9101064 
Frame 00550 Rotation: X=0.4166971, Y=0.03916556, Z=0.0085428, W=0.9081612 
Frame 00551 Rotation: X=0.4219099, Y=0.02584839, Z=0.01594056, W=0.9061291 
Frame 00552 Rotation: X=0.4267971, Y=0.01142223, Z=0.02409144, W=0.9039543 
Frame 00553 Rotation: X=0.4311645, Y=-0.003739245, Z=0.03274659, W=0.9016712 
Frame 00554 Rotation: X=0.4350233, Y=-0.01979966, Z=0.04194835, W=0.8992236 
Frame 00555 Rotation: X=0.4382578, Y=-0.03634023, Z=0.0514025, W=0.8966422 
Frame 00556 Rotation: X=0.4409642, Y=-0.0539268, Z=0.06137525, W=0.8937984 
Frame 00557 Rotation: X=0.4430221, Y=-0.07182195, Z=0.07139525, W=0.8907726 
Frame 00558 Rotation: X=0.4444721, Y=-0.09012906, Z=0.08147936, W=0.8875147 
Frame 00559 Rotation: X=0.4453362, Y=-0.1089065, Z=0.09162355, W=0.8839797 
Frame 00560 Rotation: X=0.4456236, Y=-0.1270958, Z=0.1012435, W=0.8803499 
Frame 00561 Rotation: X=0.445405, Y=-0.1457634, Z=0.1108992, W=0.8763953 
Frame 00562 Rotation: X=0.444723, Y=-0.1640438, Z=0.1201395, W=0.872283 
Frame 00563 Rotation: X=0.4435808, Y=-0.1827569, Z=0.129381, W=0.8678114 
Frame 00564 Rotation: X=0.4421189, Y=-0.2003804, Z=0.1378869, W=0.8633456 
Frame 00565 Rotation: X=0.4403132, Y=-0.2178974, Z=0.1461553, W=0.8586522 
Frame 00566 Rotation: X=0.4381995, Y=-0.2351872, Z=0.1541389, W=0.8537619 
Frame 00567 Rotation: X=0.435849, Y=-0.2519456, Z=0.1617148, W=0.8487682 
Frame 00568 Rotation: X=0.433371, Y=-0.2677305, Z=0.1687091, W=0.8438289 
Frame 00569 Rotation: X=0.4306776, Y=-0.2833275, Z=0.1754899, W=0.8387167 
Frame 00570 Rotation: X=0.4279464, Y=-0.2978921, Z=0.1817078, W=0.8337293 
Frame 00571 Rotation: X=0.4250526, Y=-0.3122527, Z=0.187734, W=0.8286039 
Frame 00572 Rotation: X=0.4222103, Y=-0.3254938, Z=0.1932015, W=0.8236902 
Frame 00573 Rotation: X=0.4192591, Y=-0.3384894, Z=0.1984862, W=0.818688 
Frame 00574 Rotation: X=0.4164193, Y=-0.3503809, Z=0.203252, W=0.8139513 
Frame 00575 Rotation: X=0.4135016, Y=-0.3620306, Z=0.2078501, W=0.8091654 
Frame 00576 Rotation: X=0.4106262, Y=-0.3729914, Z=0.212104, W=0.8045344 
Frame 00577 Rotation: X=0.4076893, Y=-0.3836916, Z=0.2161808, W=0.7998976 
Frame 00578 Rotation: X=0.4048263, Y=-0.3936699, Z=0.2199062, W=0.7954754 
