Frame 00000 Position: X=0, Y=0, Z=0 
Frame 00396 Position: X=4.471978, Y=9.408871, Z=7.860081 
Frame 00397 Position: X=4.528986, Y=9.433193, Z=7.851601 
Frame 00398 Position: X=4.586042, Y=9.454439, Z=7.846067 
Frame 00399 Position: X=4.631937, Y=9.470331, Z=7.844543 
Frame 00400 Position: X=4.682875, Y=9.486812, Z=7.8463 
Frame 00401 Position: X=4.729049, Y=9.500605, Z=7.851312 
Frame 00402 Position: X=4.772898, Y=9.512619, Z=7.859326 
Frame 00403 Position: X=4.814805, Y=9.523058, Z=7.870135 
Frame 00404 Position: X=4.852604, Y=9.531567, Z=7.88264 
Frame 00405 Position: X=4.89294, Y=9.539684, Z=7.898927 
Frame 00406 Position: X=4.928091, Y=9.545958, Z=7.915589 
Frame 00407 Position: X=4.965838, Y=9.551901, Z=7.935952 
Frame 00408 Position: X=5.001052, Y=9.556768, Z=7.957092 
Frame 00409 Position: X=5.035674, Y=9.561003, Z=7.979659 
Frame 00410 Position: X=5.071838, Y=9.564955, Z=8.00479 
Frame 00411 Position: X=5.102876, Y=9.568074, Z=8.027319 
Frame 00412 Position: X=5.138542, Y=9.571484, Z=8.053904 
Frame 00413 Position: X=5.170785, Y=9.57453, Z=8.078212 
Frame 00414 Position: X=5.207116, Y=9.578064, Z=8.105486 
Frame 00415 Position: X=5.244636, Y=9.581972, Z=8.133086 
Frame 00416 Position: X=5.281855, Y=9.58624, Z=8.159501 
Frame 00417 Position: X=5.32069, Y=9.591212, Z=8.185707 
Frame 00418 Position: X=5.356409, Y=9.596323, Z=8.208372 
Frame 00419 Position: X=5.396825, Y=9.602774, Z=8.232189 
Frame 00420 Position: X=5.444028, Y=9.61124, Z=8.257423 
Frame 00421 Position: X=5.49012, Y=9.62048, Z=8.279361 
Frame 00422 Position: X=5.534061, Y=9.630199, Z=8.299006 
Frame 00423 Position: X=5.584119, Y=9.642223, Z=8.320862 
Frame 00424 Position: X=5.63337, Y=9.654846, Z=8.34193 
Frame 00425 Position: X=5.683894, Y=9.668435, Z=8.363196 
Frame 00426 Position: X=5.734945, Y=9.682661, Z=8.384419 
Frame 00427 Position: X=5.786637, Y=9.697421, Z=8.405722 
Frame 00428 Position: X=5.839687, Y=9.712797, Z=8.427471 
Frame 00429 Position: X=5.88622, Y=9.726366, Z=8.446514 
Frame 00430 Position: X=5.93819, Y=9.741502, Z=8.467809 
Frame 00431 Position: X=5.996932, Y=9.758446, Z=8.49199 
Frame 00432 Position: X=6.0473, Y=9.77272, Z=8.512884 
Frame 00433 Position: X=6.103922, Y=9.788362, Z=8.53662 
Frame 00434 Position: X=6.152832, Y=9.801426, Z=8.557392 
Frame 00435 Position: X=6.2095, Y=9.815924, Z=8.58184 
Frame 00436 Position: X=6.266357, Y=9.829649, Z=8.606854 
Frame 00437 Position: X=6.315721, Y=9.840786, Z=8.629033 
Frame 00438 Position: X=6.375646, Y=9.853184, Z=8.656614 
Frame 00439 Position: X=6.427766, Y=9.862831, Z=8.681269 
Frame 00440 Position: X=6.477947, Y=9.870993, Z=8.705664 
Frame 00441 Position: X=6.533926, Y=9.878637, Z=8.733729 
Frame 00442 Position: X=6.588989, Y=9.884476, Z=8.762315 
Frame 00443 Position: X=6.642441, Y=9.888359, Z=8.791102 
Frame 00444 Position: X=6.695269, Y=9.890265, Z=8.820674 
Frame 00445 Position: X=6.745174, Y=9.890024, Z=8.849585 
Frame 00446 Position: X=6.793854, Y=9.887716, Z=8.878361 
Frame 00447 Position: X=6.8517, Y=9.882576, Z=8.913254 
Frame 00448 Position: X=6.904477, Y=9.87586, Z=8.945729 
Frame 00449 Position: X=6.957376, Y=9.867413, Z=8.978874 
Frame 00450 Position: X=7.011287, Y=9.857242, Z=9.013253 
Frame 00451 Position: X=7.059717, Y=9.846927, Z=9.044646 
Frame 00452 Position: X=7.118309, Y=9.833162, Z=9.083261 
Frame 00453 Position: X=7.165761, Y=9.821138, Z=9.115043 
Frame 00454 Position: X=7.224184, Y=9.80545, Z=9.154796 
Frame 00455 Position: X=7.271398, Y=9.792208, Z=9.187426 
Frame 00456 Position: X=7.323038, Y=9.777298, Z=9.223637 
Frame 00457 Position: X=7.380637, Y=9.760336, Z=9.26468 
Frame 00458 Position: X=7.430513, Y=9.745538, Z=9.300788 
Frame 00459 Position: X=7.477731, Y=9.731581, Z=9.335472 
Frame 00460 Position: X=7.530283, Y=9.716286, Z=9.374663 
Frame 00461 Position: X=7.580074, Y=9.702206, Z=9.41239 
Frame 00462 Position: X=7.631793, Y=9.688217, Z=9.45222 
Frame 00463 Position: X=7.674558, Y=9.677307, Z=9.485671 
Frame 00464 Position: X=7.724194, Y=9.665605, Z=9.525121 
Frame 00465 Position: X=7.772759, Y=9.655397, Z=9.564408 
Frame 00466 Position: X=7.81421, Y=9.647875, Z=9.59852 
Frame 00467 Position: X=7.863767, Y=9.640627, Z=9.640057 
Frame 00468 Position: X=7.903473, Y=9.636494, Z=9.673976 
Frame 00469 Position: X=7.949407, Y=9.634886, Z=9.713837 
Frame 00470 Position: X=7.984397, Y=9.636316, Z=9.744685 
Frame 00471 Position: X=8.023698, Y=9.640709, Z=9.779926 
Frame 00472 Position: X=8.057524, Y=9.646822, Z=9.810844 
Frame 00473 Position: X=8.091818, Y=9.655117, Z=9.842823 
Frame 00474 Position: X=8.124917, Y=9.664944, Z=9.874363 
Frame 00475 Position: X=8.158871, Y=9.676594, Z=9.907478 
Frame 00476 Position: X=8.19244, Y=9.689278, Z=9.941031 
Frame 00477 Position: X=8.220563, Y=9.700439, Z=9.96979 
Frame 00478 Position: X=8.251024, Y=9.712671, Z=10.00162 
Frame 00479 Position: X=8.281526, Y=9.724627, Z=10.03419 
Frame 00480 Position: X=8.314016, Y=9.736532, Z=10.06963 
Frame 00481 Position: X=8.343233, Y=9.746099, Z=10.1021 
Frame 00482 Position: X=8.37666, Y=9.755301, Z=10.13988 
Frame 00483 Position: X=8.408952, Y=9.762091, Z=10.17694 
Frame 00484 Position: X=8.442429, Y=9.766703, Z=10.21586 
Frame 00485 Position: X=8.479387, Y=9.768749, Z=10.25928 
Frame 00486 Position: X=8.516841, Y=9.7675, Z=10.30369 
Frame 00487 Position: X=8.556131, Y=9.762641, Z=10.35057 
Frame 00488 Position: X=8.591633, Y=9.755239, Z=10.39313 
Frame 00489 Position: X=8.638153, Y=9.741455, Z=10.44908 
Frame 00490 Position: X=8.678341, Y=9.726077, Z=10.49749 
Frame 00491 Position: X=8.727655, Y=9.703188, Z=10.55693 
Frame 00492 Position: X=8.774441, Y=9.67771, Z=10.6133 
Frame 00493 Position: X=8.827396, Y=9.645109, Z=10.6771 
Frame 00494 Position: X=8.890714, Y=9.602131, Z=10.75345 
Frame 00495 Position: X=8.944583, Y=9.562889, Z=10.8185 
Frame 00496 Position: X=9.00629, Y=9.515532, Z=10.89317 
Frame 00497 Position: X=9.074357, Y=9.460865, Z=10.97576 
Frame 00498 Position: X=9.145269, Y=9.401706, Z=11.06211 
Frame 00499 Position: X=9.207609, Y=9.34816, Z=11.13832 
Frame 00500 Position: X=9.275807, Y=9.288202, Z=11.22205 
Frame 00501 Position: X=9.345117, Y=9.226025, Z=11.30756 
Frame 00502 Position: X=9.423245, Y=9.154683, Z=11.40455 
Frame 00503 Position: X=9.496058, Y=9.087214, Z=11.49557 
Frame 00504 Position: X=9.558391, Y=9.028843, Z=11.57404 
Frame 00505 Position: X=9.635804, Y=8.955729, Z=11.6723 
Frame 00506 Position: X=9.705915, Y=8.889072, Z=11.76219 
Frame 00507 Position: X=9.770978, Y=8.826978, Z=11.84648 
Frame 00508 Position: X=9.833157, Y=8.767545, Z=11.92795 
Frame 00509 Position: X=9.903988, Y=8.699903, Z=12.02208 
Frame 00510 Position: X=9.967459, Y=8.639536, Z=12.10786 
Frame 00511 Position: X=10.02636, Y=8.58392, Z=12.18898 
Frame 00512 Position: X=10.07999, Y=8.533832, Z=12.26444 
Frame 00513 Position: X=10.12896, Y=8.488798, Z=12.33502 
Frame 00514 Position: X=10.18183, Y=8.441283, Z=12.41365 
Frame 00515 Position: X=10.22673, Y=8.402294, Z=12.48314 
Frame 00516 Position: X=10.26365, Y=8.371414, Z=12.54262 
Frame 00517 Position: X=10.30518, Y=8.338055, Z=12.61246 
Frame 00518 Position: X=10.34058, Y=8.31086, Z=12.67487 
Frame 00519 Position: X=10.3735, Y=8.286644, Z=12.7357 
Frame 00520 Position: X=10.40409, Y=8.265112, Z=12.795 
Frame 00521 Position: X=10.43239, Y=8.246005, Z=12.85262 
Frame 00522 Position: X=10.45553, Y=8.230927, Z=12.90199 
Frame 00523 Position: X=10.4822, Y=8.214075, Z=12.96165 
Frame 00524 Position: X=10.50499, Y=8.199986, Z=13.01524 
Frame 00525 Position: X=10.52651, Y=8.186768, Z=13.0682 
Frame 00526 Position: X=10.54679, Y=8.174168, Z=13.12029 
Frame 00527 Position: X=10.56623, Y=8.161705, Z=13.17221 
Frame 00528 Position: X=10.58259, Y=8.150697, Z=13.21731 
Frame 00529 Position: X=10.59982, Y=8.13834, Z=13.26602 
Frame 00530 Position: X=10.61862, Y=8.123646, Z=13.3203 
Frame 00531 Position: X=10.6335, Y=8.110907, Z=13.36376 
Frame 00532 Position: X=10.65205, Y=8.093402, Z=13.41817 
Frame 00533 Position: X=10.66937, Y=8.075264, Z=13.46872 
Frame 00534 Position: X=10.68656, Y=8.055462, Z=13.51823 
Frame 00535 Position: X=10.70466, Y=8.032692, Z=13.56926 
Frame 00536 Position: X=10.72309, Y=8.007566, Z=13.61977 
Frame 00537 Position: X=10.74263, Y=7.978965, Z=13.67153 
Frame 00538 Position: X=10.76295, Y=7.947309, Z=13.72333 
Frame 00539 Position: X=10.78461, Y=7.911819, Z=13.77763 
Frame 00540 Position: X=10.80692, Y=7.873683, Z=13.8334 
Frame 00541 Position: X=10.82847, Y=7.835419, Z=13.88723 
Frame 00542 Position: X=10.85274, Y=7.790753, Z=13.94791 
Frame 00543 Position: X=10.87528, Y=7.747852, Z=14.00436 
Frame 00544 Position: X=10.90009, Y=7.699041, Z=14.06674 
Frame 00545 Position: X=10.9226, Y=7.653289, Z=14.12363 
Frame 00546 Position: X=10.94706, Y=7.601934, Z=14.18586 
Frame 00547 Position: X=10.97019, Y=7.551676, Z=14.24523 
Frame 00548 Position: X=10.99315, Y=7.500031, Z=14.30476 
Frame 00549 Position: X=11.0154, Y=7.448077, Z=14.36321 
Frame 00550 Position: X=11.03682, Y=7.39605, Z=14.42033 
Frame 00551 Position: X=11.05758, Y=7.343404, Z=14.4767 
Frame 00552 Position: X=11.07717, Y=7.291265, Z=14.53108 
Frame 00553 Position: X=11.09574, Y=7.239089, Z=14.58403 
Frame 00554 Position: X=11.11271, Y=7.188311, Z=14.63405 
Frame 00555 Position: X=11.12738, Y=7.14124, Z=14.679 
Frame 00556 Position: X=11.14187, Y=7.090531, Z=14.72575 
Frame 00557 Position: X=11.15398, Y=7.043184, Z=14.76764 
Frame 00558 Position: X=11.16399, Y=6.99823, Z=14.8056 
Frame 00559 Position: X=11.17194, Y=6.955269, Z=14.83996 
Frame 00560 Position: X=11.17716, Y=6.9188, Z=14.86735 
Frame 00561 Position: X=11.18102, Y=6.87673, Z=14.89645 
Frame 00562 Position: X=11.1819, Y=6.842801, Z=14.91701 
Frame 00563 Position: X=11.18024, Y=6.80683, Z=14.93487 
Frame 00564 Position: X=11.17672, Y=6.777211, Z=14.94635 
Frame 00565 Position: X=11.17002, Y=6.742795, Z=14.95582 
Frame 00566 Position: X=11.16173, Y=6.712623, Z=14.96057 
Frame 00567 Position: X=11.15157, Y=6.683675, Z=14.96194 
Frame 00568 Position: X=11.14035, Y=6.657187, Z=14.96047 
Frame 00569 Position: X=11.12639, Y=6.628963, Z=14.95612 
Frame 00570 Position: X=11.11235, Y=6.603951, Z=14.94998 
Frame 00571 Position: X=11.09575, Y=6.577244, Z=14.94132 
Frame 00572 Position: X=11.07961, Y=6.553341, Z=14.93196 
Frame 00573 Position: X=11.0611, Y=6.5276, Z=14.92058 
Frame 00574 Position: X=11.04457, Y=6.505648, Z=14.91011 
Frame 00575 Position: X=11.02396, Y=6.479095, Z=14.89699 
Frame 00576 Position: X=11.00463, Y=6.454588, Z=14.8849 
Frame 00577 Position: X=10.98552, Y=6.430363, Z=14.87341 
Frame 00578 Position: X=10.9654, Y=6.40449, Z=14.86211 
Frame 00579 Position: X=10.94603, Y=6.378829, Z=14.85231 
Frame 00580 Position: X=10.92745, Y=6.353113, Z=14.84423 
Frame 00581 Position: X=10.90929, Y=6.326493, Z=14.838 
Frame 00582 Position: X=10.89203, Y=6.299278, Z=14.83407 
Frame 00583 Position: X=10.87553, Y=6.270865, Z=14.83274 
Frame 00584 Position: X=10.86013, Y=6.241394, Z=14.83442 
Frame 00585 Position: X=10.84592, Y=6.211019, Z=14.839 
Frame 00586 Position: X=10.83266, Y=6.180398, Z=14.84539 
Frame 00587 Position: X=10.8201, Y=6.149314, Z=14.85343 
Frame 00588 Position: X=10.80832, Y=6.118274, Z=14.86281 
Frame 00589 Position: X=10.79699, Y=6.086838, Z=14.87351 
Frame 00590 Position: X=10.78718, Y=6.058492, Z=14.88403 
Frame 00591 Position: X=10.77602, Y=6.025252, Z=14.89723 
Frame 00592 Position: X=10.76489, Y=5.991474, Z=14.91138 
Frame 00593 Position: X=10.75414, Y=5.958713, Z=14.92564 
Frame 00594 Position: X=10.74323, Y=5.925734, Z=14.94032 
Frame 00595 Position: X=10.73194, Y=5.892375, Z=14.95533 
Frame 00596 Position: X=10.72037, Y=5.859263, Z=14.97022 
Frame 00597 Position: X=10.70794, Y=5.825173, Z=14.98535 
Frame 00598 Position: X=10.69506, Y=5.791651, Z=14.99989 
Frame 00599 Position: X=10.68102, Y=5.757163, Z=15.01431 
Frame 00600 Position: X=10.6661, Y=5.722769, Z=15.02801 
Frame 00601 Position: X=10.64983, Y=5.687738, Z=15.0411 
Frame 00602 Position: X=10.63239, Y=5.652745, Z=15.05316 
Frame 00603 Position: X=10.61336, Y=5.617222, Z=15.06423 
Frame 00604 Position: X=10.59305, Y=5.581954, Z=15.0739 
Frame 00605 Position: X=10.57089, Y=5.546181, Z=15.08223 
Frame 00606 Position: X=10.54661, Y=5.509736, Z=15.08907 
Frame 00607 Position: X=10.52025, Y=5.472944, Z=15.09416 
Frame 00608 Position: X=10.49159, Y=5.435674, Z=15.09736 
Frame 00609 Position: X=10.46067, Y=5.398005, Z=15.09888 
Frame 00610 Position: X=10.42709, Y=5.35925, Z=15.09889 
Frame 00611 Position: X=10.39146, Y=5.319988, Z=15.09751 
Frame 00612 Position: X=10.35401, Y=5.280305, Z=15.09491 
Frame 00613 Position: X=10.31225, Y=5.237527, Z=15.09093 
Frame 00614 Position: X=10.2716, Y=5.197078, Z=15.08621 
Frame 00615 Position: X=10.22936, Y=5.156029, Z=15.08063 
Frame 00616 Position: X=10.18378, Y=5.11263, Z=15.07401 
Frame 00617 Position: X=10.14443, Y=5.075776, Z=15.06792 
Frame 00618 Position: X=10.09786, Y=5.032719, Z=15.06037 
Frame 00619 Position: X=10.05519, Y=4.9937, Z=15.05324 
Frame 00620 Position: X=10.00494, Y=4.948144, Z=15.04469 
Frame 00621 Position: X=9.963427, Y=4.910721, Z=15.03759 
Frame 00622 Position: X=9.912548, Y=4.865013, Z=15.02894 
Frame 00623 Position: X=9.866142, Y=4.82336, Z=15.02121 
Frame 00624 Position: X=9.820144, Y=4.782003, Z=15.0138 
Frame 00625 Position: X=9.774937, Y=4.741182, Z=15.00687 
Frame 00626 Position: X=9.730776, Y=4.701025, Z=15.00056 
Frame 00627 Position: X=9.687276, Y=4.661077, Z=14.99489 
Frame 00628 Position: X=9.645325, Y=4.622045, Z=14.99011 
Frame 00629 Position: X=9.604369, Y=4.583304, Z=14.98625 
Frame 00630 Position: X=9.565057, Y=4.545344, Z=14.98349 
Frame 00631 Position: X=9.527531, Y=4.508371, Z=14.98177 
Frame 00632 Position: X=9.493935, Y=4.476429, Z=14.97915 
Frame 00633 Position: X=9.451685, Y=4.438257, Z=14.97394 
Frame 00634 Position: X=9.41175, Y=4.403801, Z=14.96748 
Frame 00635 Position: X=9.371812, Y=4.370562, Z=14.95992 
Frame 00636 Position: X=9.33167, Y=4.338066, Z=14.95153 
Frame 00637 Position: X=9.294106, Y=4.308234, Z=14.94324 
Frame 00638 Position: X=9.252346, Y=4.275445, Z=14.93382 
Frame 00639 Position: X=9.212151, Y=4.243984, Z=14.92486 
Frame 00640 Position: X=9.175588, Y=4.215208, Z=14.91706 
Frame 00641 Position: X=9.135427, Y=4.183141, Z=14.90921 
Frame 00642 Position: X=9.101977, Y=4.155819, Z=14.90352 
Frame 00643 Position: X=9.066393, Y=4.125854, Z=14.89864 
Frame 00644 Position: X=9.03, Y=4.093885, Z=14.89532 
Frame 00645 Position: X=8.994568, Y=4.061005, Z=14.89426 
Frame 00646 Position: X=8.962548, Y=4.029282, Z=14.89574 
Frame 00647 Position: X=8.931825, Y=3.996428, Z=14.90006 
Frame 00648 Position: X=8.903517, Y=3.963326, Z=14.90742 
Frame 00649 Position: X=8.876947, Y=3.928849, Z=14.91837 
Frame 00650 Position: X=8.852542, Y=3.893048, Z=14.9333 
Frame 00651 Position: X=8.830688, Y=3.856012, Z=14.95252 
Frame 00652 Position: X=8.81185, Y=3.818175, Z=14.97602 
Frame 00653 Position: X=8.795852, Y=3.778761, Z=15.00449 
Frame 00654 Position: X=8.782894, Y=3.737508, Z=15.03845 
Frame 00655 Position: X=8.773168, Y=3.693508, Z=15.07799 
Frame 00656 Position: X=8.766343, Y=3.645791, Z=15.1233 
Frame 00657 Position: X=8.762221, Y=3.594593, Z=15.17415 
Frame 00658 Position: X=8.760661, Y=3.540223, Z=15.23029 
Frame 00659 Position: X=8.761505, Y=3.48409, Z=15.29027 
Frame 00660 Position: X=8.764617, Y=3.425294, Z=15.35513 
Frame 00661 Position: X=8.769847, Y=3.364976, Z=15.42373 
Frame 00662 Position: X=8.776999, Y=3.303924, Z=15.49525 
Frame 00663 Position: X=8.785769, Y=3.243397, Z=15.56827 
Frame 00664 Position: X=8.796107, Y=3.18288, Z=15.64349 
Frame 00665 Position: X=8.808106, Y=3.12164, Z=15.72201 
Frame 00666 Position: X=8.821311, Y=3.061825, Z=15.80129 
Frame 00667 Position: X=8.835719, Y=3.003174, Z=15.88186 
Frame 00668 Position: X=8.851059, Y=2.946638, Z=15.96261 
Frame 00669 Position: X=8.867353, Y=2.892074, Z=16.04402 
Frame 00670 Position: X=8.88246, Y=2.845862, Z=16.11626 
Frame 00671 Position: X=8.899234, Y=2.798995, Z=16.19344 
Frame 00672 Position: X=8.918491, Y=2.750596, Z=16.27871 
Frame 00673 Position: X=8.935485, Y=2.712538, Z=16.35136 
Frame 00674 Position: X=8.952812, Y=2.678249, Z=16.4232 
Frame 00675 Position: X=8.971193, Y=2.647058, Z=16.49713 
Frame 00676 Position: X=8.987585, Y=2.624081, Z=16.56118 
Frame 00677 Position: X=9.005194, Y=2.605051, Z=16.62804 
Frame 00678 Position: X=9.022407, Y=2.592902, Z=16.69097 
Frame 00679 Position: X=9.040077, Y=2.58673, Z=16.75233 
Frame 00680 Position: X=9.056589, Y=2.585755, Z=16.80707 
Frame 00681 Position: X=9.075213, Y=2.589279, Z=16.86616 
Frame 00682 Position: X=9.096807, Y=2.598436, Z=16.93157 
Frame 00683 Position: X=9.117226, Y=2.611192, Z=16.99073 
Frame 00684 Position: X=9.138518, Y=2.627931, Z=17.04993 
Frame 00685 Position: X=9.158028, Y=2.645772, Z=17.10216 
Frame 00686 Position: X=9.182358, Y=2.670692, Z=17.16489 
Frame 00687 Position: X=9.205087, Y=2.696056, Z=17.22129 
Frame 00688 Position: X=9.226185, Y=2.72095, Z=17.27192 
Frame 00689 Position: X=9.249502, Y=2.749551, Z=17.3261 
Frame 00690 Position: X=9.276289, Y=2.783308, Z=17.38623 
Frame 00691 Position: X=9.298704, Y=2.811923, Z=17.43495 
Frame 00692 Position: X=9.326586, Y=2.847539, Z=17.49368 
Frame 00693 Position: X=9.34922, Y=2.876168, Z=17.53995 
Frame 00694 Position: X=9.376539, Y=2.910031, Z=17.59421 
Frame 00695 Position: X=9.402912, Y=2.941685, Z=17.64508 
Frame 00696 Position: X=9.428203, Y=2.970806, Z=17.69254 
Frame 00697 Position: X=9.458478, Y=3.003732, Z=17.74778 
Frame 00698 Position: X=9.486611, Y=3.032124, Z=17.79765 
Frame 00699 Position: X=9.513809, Y=3.057274, Z=17.8446 
Frame 00700 Position: X=9.542127, Y=3.080795, Z=17.89226 
Frame 00701 Position: X=9.569218, Y=3.100746, Z=17.93654 
Frame 00702 Position: X=9.600839, Y=3.123831, Z=17.98446 
Frame 00703 Position: X=9.63385, Y=3.148377, Z=18.03042 
Frame 00704 Position: X=9.66655, Y=3.172964, Z=18.07271 
Frame 00705 Position: X=9.701156, Y=3.199126, Z=18.11464 
Frame 00706 Position: X=9.734584, Y=3.224411, Z=18.15293 
Frame 00707 Position: X=9.76722, Y=3.249012, Z=18.18863 
Frame 00708 Position: X=9.802351, Y=3.2753, Z=18.22559 
Frame 00709 Position: X=9.83801, Y=3.301678, Z=18.2619 
Frame 00710 Position: X=9.878342, Y=3.33102, Z=18.3019 
Frame 00711 Position: X=9.911595, Y=3.354723, Z=18.33431 
Frame 00712 Position: X=9.952356, Y=3.383044, Z=18.37371 
Frame 00713 Position: X=9.988301, Y=3.40723, Z=18.40842 
Frame 00714 Position: X=10.02239, Y=3.429371, Z=18.44158 
Frame 00715 Position: X=10.0587, Y=3.451978, Z=18.47743 
Frame 00716 Position: X=10.09654, Y=3.474288, Z=18.51569 
Frame 00717 Position: X=10.13212, Y=3.493927, Z=18.55284 
Frame 00718 Position: X=10.16485, Y=3.510661, Z=18.58833 
Frame 00719 Position: X=10.19882, Y=3.526475, Z=18.62688 
Frame 00720 Position: X=10.23572, Y=3.541537, Z=18.67123 
Frame 00721 Position: X=10.269, Y=3.552881, Z=18.714 
Frame 00722 Position: X=10.30104, Y=3.56139, Z=18.75834 
Frame 00723 Position: X=10.33161, Y=3.566826, Z=18.80424 
Frame 00724 Position: X=10.35734, Y=3.568928, Z=18.84628 
Frame 00725 Position: X=10.38759, Y=3.566459, Z=18.89935 
Frame 00726 Position: X=10.41164, Y=3.559136, Z=18.94327 
Frame 00727 Position: X=10.44006, Y=3.544448, Z=18.99732 
Frame 00728 Position: X=10.4626, Y=3.528292, Z=19.04191 
Frame 00729 Position: X=10.48949, Y=3.504036, Z=19.09725 
Frame 00730 Position: X=10.51362, Y=3.47794, Z=19.14905 
Frame 00731 Position: X=10.53457, Y=3.452259, Z=19.19572 
Frame 00732 Position: X=10.55804, Y=3.420543, Z=19.24999 
Frame 00733 Position: X=10.57983, Y=3.388744, Z=19.30233 
Frame 00734 Position: X=10.6025, Y=3.353801, Z=19.35888 
Frame 00735 Position: X=10.62408, Y=3.319388, Z=19.41475 
Frame 00736 Position: X=10.64285, Y=3.289077, Z=19.465 
Frame 00737 Position: X=10.66514, Y=3.253327, Z=19.52675 
Frame 00738 Position: X=10.68541, Y=3.22181, Z=19.58485 
Frame 00739 Position: X=10.70322, Y=3.195521, Z=19.63745 
Frame 00740 Position: X=10.72343, Y=3.168031, Z=19.69887 
Frame 00741 Position: X=10.74326, Y=3.144268, Z=19.76093 
Frame 00742 Position: X=10.76252, Y=3.125054, Z=19.82283 
Frame 00743 Position: X=10.77959, Y=3.111843, Z=19.87902 
Frame 00744 Position: X=10.80008, Y=3.101536, Z=19.94799 
Frame 00745 Position: X=10.81699, Y=3.098205, Z=20.00613 
Frame 00746 Position: X=10.83522, Y=3.100464, Z=20.06991 
Frame 00747 Position: X=10.85358, Y=3.109446, Z=20.13525 
Frame 00748 Position: X=10.87408, Y=3.128336, Z=20.20939 
Frame 00749 Position: X=10.89204, Y=3.153536, Z=20.27545 
Frame 00750 Position: X=10.90948, Y=3.185174, Z=20.34071 
Frame 00751 Position: X=10.92901, Y=3.228178, Z=20.41512 
Frame 00752 Position: X=10.94864, Y=3.278692, Z=20.49146 
Frame 00753 Position: X=10.96744, Y=3.333231, Z=20.56615 
Frame 00754 Position: X=10.98518, Y=3.389689, Z=20.6382 
Frame 00755 Position: X=11.0044, Y=3.45572, Z=20.7181 
Frame 00756 Position: X=11.02272, Y=3.522853, Z=20.79627 
Frame 00757 Position: X=11.04059, Y=3.591783, Z=20.87461 
Frame 00758 Position: X=11.05607, Y=3.653823, Z=20.94429 
Frame 00759 Position: X=11.07485, Y=3.731512, Z=21.0314 
Frame 00760 Position: X=11.08995, Y=3.795522, Z=21.1038 
Frame 00761 Position: X=11.1078, Y=3.872338, Z=21.1924 
Frame 00762 Position: X=11.12177, Y=3.932872, Z=21.26435 
Frame 00763 Position: X=11.13671, Y=3.997549, Z=21.34432 
Frame 00764 Position: X=11.1519, Y=4.062525, Z=21.42925 
Frame 00765 Position: X=11.1665, Y=4.123543, Z=21.51515 
Frame 00766 Position: X=11.18001, Y=4.1778, Z=21.59907 
Frame 00767 Position: X=11.1928, Y=4.226177, Z=21.68336 
Frame 00768 Position: X=11.20407, Y=4.265352, Z=21.76262 
Frame 00769 Position: X=11.21424, Y=4.296723, Z=21.83919 
Frame 00770 Position: X=11.22529, Y=4.324669, Z=21.92957 
Frame 00771 Position: X=11.23462, Y=4.340941, Z=22.01378 
Frame 00772 Position: X=11.24268, Y=4.348493, Z=22.09412 
Frame 00773 Position: X=11.25084, Y=4.349742, Z=22.18385 
Frame 00774 Position: X=11.25808, Y=4.344598, Z=22.27198 
Frame 00775 Position: X=11.26408, Y=4.335076, Z=22.35261 
Frame 00776 Position: X=11.27008, Y=4.319852, Z=22.44172 
Frame 00777 Position: X=11.2761, Y=4.297393, Z=22.54259 
Frame 00778 Position: X=11.28048, Y=4.275272, Z=22.62551 
Frame 00779 Position: X=11.28519, Y=4.243998, Z=22.7278 
Frame 00780 Position: X=11.28852, Y=4.215283, Z=22.81214 
Frame 00781 Position: X=11.29191, Y=4.17715, Z=22.91497 
Frame 00782 Position: X=11.29441, Y=4.139121, Z=23.01031 
Frame 00783 Position: X=11.29625, Y=4.099359, Z=23.10457 
Frame 00784 Position: X=11.29741, Y=4.060575, Z=23.19261 
Frame 00785 Position: X=11.29802, Y=4.017049, Z=23.28808 
Frame 00786 Position: X=11.29799, Y=3.979237, Z=23.36894 
Frame 00787 Position: X=11.29727, Y=3.933375, Z=23.4653 
Frame 00788 Position: X=11.29611, Y=3.896149, Z=23.54273 
Frame 00789 Position: X=11.29412, Y=3.854037, Z=23.63019 
Frame 00790 Position: X=11.2916, Y=3.815621, Z=23.71053 
Frame 00791 Position: X=11.28865, Y=3.78118, Z=23.7837 
Frame 00792 Position: X=11.28446, Y=3.743242, Z=23.86664 
Frame 00793 Position: X=11.28047, Y=3.714948, Z=23.93114 
Frame 00794 Position: X=11.27484, Y=3.683709, Z=24.00684 
Frame 00795 Position: X=11.26894, Y=3.658186, Z=24.07293 
Frame 00796 Position: X=11.26319, Y=3.635837, Z=24.12862 
Frame 00797 Position: X=11.25545, Y=3.608269, Z=24.19386 
Frame 00798 Position: X=11.24779, Y=3.583242, Z=24.25016 
Frame 00799 Position: X=11.24032, Y=3.560616, Z=24.29894 
Frame 00800 Position: X=11.23168, Y=3.536271, Z=24.34944 
Frame 00801 Position: X=11.22183, Y=3.510496, Z=24.40093 
Frame 00802 Position: X=11.21197, Y=3.486542, Z=24.44724 
Frame 00803 Position: X=11.2007, Y=3.461081, Z=24.49508 
Frame 00804 Position: X=11.18931, Y=3.43721, Z=24.5389 
Frame 00805 Position: X=11.17711, Y=3.41342, Z=24.58183 
Frame 00806 Position: X=11.16423, Y=3.39009, Z=24.62346 
